Depth,Vp,Vs,Density,Vshale,Peff,Sw,Litho
3212.336,2836.354248,1393.2434082,2.4690999985,0.9829862118,0.0027309561,1.0,3.0
3212.4884,2842.1169434,1383.6928711,2.4732999802,1.0055965185,-0.00088489,1.0,3.0
3212.6408,2853.4462891,1380.0634766,2.4735000134,0.9633499384,0.0057907095,1.0,3.0
3212.7932,2864.8044434,1369.7078857,2.4526000023,0.9889585376,0.0018764177,1.0,3.0
3212.9456,2870.7297363,1377.9024658,2.4467000961,0.9847862124,0.0026367658,1.0,3.0
3213.098,2867.4104004,1370.9813232,2.4472999573,0.9911224246,0.0015355671,1.0,3.0
3213.2504,2846.5710449,1369.5460205,2.4542999268,1.0430327654,-0.007271309,1.0,3.0
3213.4028,2814.8515625,1355.09729,2.4521999359,1.0225965977,-0.003845296,1.0,3.0
3213.5552,2802.7070313,1354.7119141,2.4504001141,1.0656638145,-0.011241641,1.0,3.0
3213.7076,2817.5134277,1335.4960938,2.4619998932,1.0301327705,-0.004958995,1.0,3.0
3213.86,2850.4416504,1329.9560547,2.4828999043,0.8159517646,0.0280910302,1.0,3.0
3214.0124,2917.880127,1373.4208984,2.5048999786,0.5317085981,0.0655875653,1.0,0.0
3214.1648,3036.8337402,1430.0036621,2.4948000908,0.2432189882,0.1103602499,0.4337520003,0.0
3214.3172,3181.2700195,1961.5932617,2.4658999443,0.1665448099,0.0893527046,0.2937539816,5.0
3214.4696,3271.6918945,2099.9487305,2.4746999741,0.1358741224,0.1359393597,0.3540299833,0.0
3214.622,3365.5461426,2048.7148438,2.5548000336,0.178882733,0.0915897489,0.3162270188,0.0
3214.7744,3448.0222168,1939.982666,2.633300066,0.2391758561,0.0335049555,0.2416020036,5.0
3214.9268,3448.6931152,1888.2734375,2.6238000393,0.3032948077,0.033178933,0.0893910006,5.0
3215.0792,3407.1550293,2091.7214355,2.5125999451,0.2538223863,0.0668462664,0.0,5.0
3215.2316,3306.0324707,2282.482666,2.4126999378,0.2474275827,0.0957897007,0.2371950001,5.0
3215.384,3099.4445801,2134.6555176,2.3534998894,0.2092448324,0.1791625768,0.3025229871,0.0
3215.5364,2979.7458496,1990.4552002,2.3464000225,0.2437086403,0.1151845977,0.2787840068,5.0
3215.6888,2991.2736816,1879.1893311,2.3482000828,0.1908861995,0.1226799414,0.2386949956,5.0
3215.8412,2997.1120605,1828.9533691,2.3710000515,0.1783948392,0.1175050214,0.2183759809,5.0
3215.9936,3028.7612305,1841.3302002,2.3961999416,0.1252707094,0.1167846322,0.2476499975,5.0
3216.146,3124.3496094,1818.7664795,2.415899992,0.1629551798,0.1055308208,0.2401530147,5.0
3216.2984,3281.2084961,1823.2957764,2.4028000832,0.205012098,0.1041583866,0.2043029815,5.0
3216.4508,3373.5249023,1875.2687988,2.3643000126,0.3119051754,0.1001502499,0.2208719999,5.0
3216.6032,3307.9521484,1884.1541748,2.3210000992,0.2720689476,0.1178423911,0.1643369794,5.0
3216.7556,3168.4484863,1850.3555908,2.3052000999,0.1783310473,0.1379163265,0.1901010126,5.0
3216.908,3061.095459,1793.2513428,2.3350000381,0.0683189556,0.1459047496,0.2444459945,5.0
3217.0604,2987.1665039,1755.104248,2.3736000061,0.0414017327,0.1361571252,0.169457987,5.0
3217.2128,2974.1430664,1761.8577881,2.388999939,0.0442862026,0.1301934868,0.1345379949,5.0
3217.3652,3046.0961914,1801.55896,2.3624000549,0.052015502,0.1386561394,0.1239420027,5.0
3217.5176,3081.7949219,1877.2716064,2.3296999931,0.1123672351,0.1407819092,0.1559399962,5.0
3217.67,3005.3125,1846.8015137,2.3024001122,0.1514724195,0.1433210671,0.2850060165,5.0
3217.8224,2885.6230469,1802.6425781,2.2850999832,0.10625346,0.156793505,0.2306039929,5.0
3217.9748,2804.5197754,1801.9211426,2.2678999901,0.062189661,0.170610711,0.2048819959,5.0
3218.1272,2826.3125,1798.2873535,2.2541000843,0.0126638087,0.1847622395,0.2192130089,5.0
3218.2796,2861.6896973,1796.4473877,2.2502000332,0.020003451,0.1848310381,0.1665810049,5.0
3218.432,2847.4404297,1796.2282715,2.2592999935,0.0360120572,0.1785014719,0.0901559815,5.0
3218.5844,2854.4082031,1785.9591064,2.2846999168,0.0619000085,0.1647162288,0.1271460056,5.0
3218.7368,2881.2041016,1783.4449463,2.3078999519,0.0351793021,0.1609612405,0.1645109951,5.0
3218.8892,2917.2990723,1790.0687256,2.3301000595,0.0025344717,0.1580512077,0.1360529959,5.0
3219.0416,2990.1730957,1796.690918,2.3415000439,0.0132551854,0.1521076411,0.1212539896,5.0
3219.194,3083.0480957,1821.7548828,2.3496999741,0.0961586535,0.1365312189,0.1119810119,5.0
3219.3464,3160.3339844,1927.9669189,2.3619000912,0.1310086101,0.1272662282,0.1611540169,5.0
3219.4988,3259.3317871,1965.6539307,2.3907001019,0.184843123,0.1105229333,0.2088690102,5.0
3219.6512,3310.0859375,1941.9703369,2.4047999382,0.2856568992,0.0930533186,0.247254014,5.0
3219.8036,3243.8991699,1896.2192383,2.3831000328,0.3728154898,0.0868354589,0.2135460079,5.0
3219.956,3086.7512207,1886.4935303,2.3592998981,0.3900413513,0.0899286419,0.2537069917,5.0
3220.1084,2949.347168,1871.3795166,2.3357999325,0.3276586235,0.1050882414,0.2636699975,5.0
3220.2608,2886.7270508,1847.4171143,2.3318998814,0.2770551443,0.1140616313,0.2452379912,5.0
3220.4132,2855.6813965,1835.8658447,2.3097000122,0.229681015,0.1279892325,0.1201290041,5.0
3220.5656,2865.310791,1807.6425781,2.3166999817,0.1751534641,0.1348702013,0.0702750236,5.0
3220.718,2919.9206543,1803.4361572,2.3245000839,0.1234724075,0.1407405287,0.0684990138,5.0
3220.8704,2977.9614258,1795.7583008,2.3376998901,0.0891965702,0.1417073011,0.0893880278,5.0
3221.0228,3022.3791504,1798.8572998,2.3299000263,0.0837603584,0.1452499181,0.110627979,5.0
3221.1752,3093.9890137,1837.3288574,2.326499939,0.1203672439,0.1405752897,0.0896490067,5.0
3221.3276,3139.4521484,1894.6552734,2.3148999214,0.2056258619,0.1304272711,0.2044109851,5.0
3221.48,3070.4233398,1893.571167,2.3008999825,0.2013189346,0.1353538483,0.1836930066,5.0
3221.6324,2960.7180176,1832.9425049,2.2597000599,0.1830689609,0.1511476487,0.113150999,5.0
3221.7848,2889.9130859,1773.0991211,2.2288999557,0.1030172184,0.1763840616,0.1662839949,5.0
3221.9372,2844.8039551,1795.2993164,2.2265000343,0.0955465287,0.1786722094,0.1934999973,5.0
3222.0896,2831.3244629,1883.8094482,2.285900116,0.0965707079,0.158219412,0.112770021,5.0
3222.242,2843.0817871,1896.1793213,2.3629999161,0.1170276105,0.1289473176,0.1730520129,5.0
3222.3944,2873.6987305,1883.2276611,2.4024000168,0.2199586034,0.1023178846,0.2676210105,5.0
3222.5468,2914.125,1800.5872803,2.3499999046,0.2199586034,0.1177421212,0.2822339833,5.0
3222.6992,2943.6845703,1749.6236572,2.2653000355,0.1650879234,0.1527101249,0.1431570053,5.0
3222.8516,2948.7536621,1765.0256348,2.214400053,0.0384017341,0.194351688,0.0180420112,5.0
3223.004,2917.6259766,1850.2623291,2.2355000973,-0.010060343,0.1961041391,0.0,5.0
3223.1564,2882.8718262,1892.067749,2.2481999397,-0.023018969,0.1937173605,0.0,5.0
3223.3088,2905.7822266,1874.4338379,2.2295999527,-0.03916895,0.2040692717,0.0,5.0
3223.4612,2979.2944336,1825.5323486,2.2021000385,-0.027313791,0.2124019563,0.0,5.0
3223.6136,3047.4821777,1896.9935303,2.1991000175,0.0200517252,0.2037182897,0.0,5.0
3223.766,3061.7380371,2048.9914551,2.2212998867,0.0728103369,0.1849831194,0.0246419907,5.0
3223.9184,3034.3029785,2076.3466797,2.2370998859,0.1902413815,0.1567265242,0.2289900184,5.0
3224.0708,2958.861084,1948.7906494,2.2279000282,0.2570034564,0.1463843286,0.2392529845,5.0
3224.2232,2853.0537109,1742.1104736,2.2133998871,0.260784477,0.1496842057,0.2264909893,5.0
3224.3756,2785.4287109,1648.2429199,2.2091999054,0.1261258572,0.1783363074,0.169667989,5.0
3224.528,2757.4152832,1651.7728271,2.2209999561,0.0378396586,0.1920690089,0.0,5.0
3224.6804,2765.0544434,1723.2246094,2.2316000462,-0.000355161,0.1956921071,0.0,5.0
3224.8328,2828.822998,1785.93396,2.2381999493,-0.004662053,0.1940324754,0.0,5.0
3224.9852,2924.8098145,1801.008667,2.2467000484,-0.023684468,0.1944227666,0.0,5.0
3225.1376,2966.4174805,1803.2557373,2.2528998852,-0.06248622,0.1993064284,0.0,5.0
3225.29,2968.8879395,1850.3398438,2.25,-0.046570681,0.1974661648,0.0,5.0
3225.4424,2998.279541,1888.0991211,2.2430999279,-0.051234476,0.2010833323,0.0,5.0
3225.5948,3053.083252,1912.6843262,2.2379999161,-0.013551712,0.1958258748,0.0,5.0
3225.7472,3085.4135742,1923.8840332,2.2393000126,-0.002505171,0.1931997538,0.0,5.0
3225.8996,3067.8056641,1929.223877,2.2430999279,0.0915155113,0.1737776846,0.0,5.0
3226.052,3038.9775391,1934.7344971,2.2581000328,0.1454051435,0.1586321443,0.0,5.0
3226.2044,3012.1315918,1931.579834,2.2504000664,0.1582810581,0.1586878151,0.0,5.0
3226.3568,2991.3879395,1884.3475342,2.2267999649,0.0814862102,0.1813458353,0.0,5.0
3226.5092,2996.3608398,1832.7341309,2.2249999046,0.0383637846,0.1905128807,0.0,5.0
3226.6616,3000.3515625,1836.6966553,2.2629001141,0.0244103465,0.1793243736,0.0,5.0
3226.814,2989.3664551,1914.7039795,2.3196001053,0.1313500255,0.1410818398,0.0214560125,5.0
3226.9664,2963.3083496,1948.161499,2.3020000458,0.2153965533,0.1326423734,0.1441920102,5.0
3227.1188,2960.8647461,1844.1778564,2.2548000813,0.226177603,0.144602567,0.0169679839,5.0
3227.2712,2970.4155273,1764.9246826,2.2076001167,0.1278948337,0.1785017997,0.0,5.0
3227.4236,2963.8273926,1772.807373,2.2025001049,0.0610741265,0.1939855963,0.0,5.0
3227.576,2971.1625977,1868.6878662,2.2084000111,0.059939649,0.192127049,0.0,5.0
3227.7284,2976.7978516,1918.1428223,2.2216000557,0.0595155247,0.1875290424,0.0,5.0
3227.8808,2975.2346191,1893.9559326,2.2365999222,0.0196775906,0.1899236292,0.0,5.0
3228.0332,3012.7302246,1848.2180176,2.227699995,-0.00181379,0.1974518299,0.0,5.0
3228.1856,3075.6376953,1836.0328369,2.1782000065,-0.000815523,0.2159495503,0.0,5.0
3228.338,3094.4223633,1890.6967773,2.1328001022,0.0089155063,0.2308291495,0.0,5.0
3228.4904,3092.1057129,1900.4875488,2.1503999233,0.0465569012,0.2157300264,0.0,5.0
3228.6428,3076.1745605,1931.4462891,2.2109000683,0.0900844708,0.1851076931,0.0,5.0
3228.7952,3051.2038574,1933.3771973,2.2455999851,0.1008552015,0.171142891,0.0,5.0
3228.9476,3050.1320801,1886.4058838,2.2298998833,0.0993517488,0.1767649949,0.0412680246,5.0
3229.1,3070.8686523,1877.1270752,2.2090001106,0.0821758434,0.1873746216,0.0200640112,5.0
3229.2524,3094.1398926,1899.4311523,2.2207999229,0.1533190012,0.169080615,0.0,5.0
3229.4048,3074.9177246,1947.2193604,2.2792000771,0.244260326,0.1342649758,0.0203669928,5.0
3229.5572,3007.6494141,1936.0849609,2.3996999264,0.366951704,0.0836818367,0.0970140249,5.0
3229.7096,2964.5507813,1850.6015625,2.4981000423,0.4217345119,0.0549679436,0.2535179853,5.0
3229.862,2964.9689941,1767.3325195,2.551199913,0.4119689465,0.0441134423,0.2969340086,5.0
3230.0144,2994.8649902,1737.9949951,2.4809999466,0.3097569048,0.0700661987,0.2763630152,5.0
3230.1668,3064.3049316,1737.1490479,2.3812000751,0.2193154991,0.1086476892,0.1514340043,5.0
3230.3192,3136.9741211,1761.8935547,2.281899929,0.1483103633,0.1504437625,0.1815119982,5.0
3230.4716,3160.723877,1846.0633545,2.239700079,0.1191517413,0.1696214378,0.0886229873,5.0
3230.624,3099.2963867,1920.8822021,2.238699913,0.0965879411,0.1743074208,0.0,5.0
3230.7764,3025.8596191,1937.678833,2.2474000454,0.0437775962,0.181357488,0.0,5.0
3230.9288,3020.8278809,1932.8352051,2.2458999157,0.0168776028,0.1870158911,0.0,5.0
3231.0812,3054.126709,1921.3240967,2.2265000343,0.0502637997,0.1876176894,0.0,5.0
3231.2336,3081.6484375,1936.5266113,2.2197999954,0.1386396438,0.172337085,0.0,5.0
3231.386,3074.0183105,1946.0557861,2.2511000633,0.2733017504,0.1368112117,0.0,5.0
3231.5384,3020.1721191,1941.4754639,2.2888998985,0.3130810261,0.1195239276,0.0,5.0
3231.6908,2956.619873,1895.2125244,2.2864999771,0.2828448117,0.1254345179,0.2818830013,5.0
3231.8432,2932.7602539,1765.8007813,2.2427999973,0.1761706769,0.1576778144,0.2018730044,5.0
3231.9956,2937.9077148,1761.309082,2.2190001011,0.1180292964,0.1767269224,0.0,5.0
3232.148,2952.9047852,1820.6352539,2.2355000973,0.1888775676,0.1574801654,0.1180740148,5.0
3232.3004,2950.2519531,1920.8094482,2.3055999279,0.3600741327,0.107314378,0.2761319876,5.0
3232.4528,2912.6828613,1891.418457,2.3571999073,0.4559758902,0.122110121,0.3112019897,0.0
3232.6052,2902.6083984,1748.6418457,2.3738999367,0.390512079,0.0865012929,0.2277989984,5.0
3232.7576,2944.8535156,1685.2320557,2.3171999454,0.2053258866,0.1297867894,0.1694670022,5.0
3232.91,2998.40625,1675.6662598,2.2660999298,0.0705413818,0.1697226763,0.1510469913,5.0
3233.0624,3039.6015625,1780.821167,2.2328999043,0.0307034459,0.1891408712,0.0673829839,5.0
3233.2148,3056.2670898,1849.8759766,2.2339000702,0.0134775881,0.1921298653,0.0,5.0
3233.3672,3045.1772461,1882.998291,2.2290999889,0.0287189819,0.1909208745,0.0,5.0
3233.5196,3029.185791,1891.8341064,2.2392001152,0.0114913806,0.1905396581,0.0,5.0
3233.672,2991.878418,1924.2886963,2.2753000259,0.0437482633,0.1712953448,0.0,5.0
3233.8244,2935.9379883,1941.2825928,2.3124001026,0.0555465631,0.1559595168,0.027203979,5.0
3233.9768,2925.9360352,1895.6556396,2.304899931,0.1212223992,0.1476014853,0.0599579997,5.0
3234.1292,2973.4758301,1819.368042,2.2860999107,0.1417775601,0.1502375305,0.0669059977,5.0
3234.2816,3034.1069336,1804.9920654,2.279900074,0.2082482725,0.140453741,0.1151939929,5.0
3234.434,3074.9301758,1898.9388428,2.3076999187,0.2320017368,0.1281832755,0.1591470093,5.0
3234.5864,3087.263916,1988.0301514,2.3229999542,0.2717844844,0.1173388958,0.2497410178,5.0
3234.7388,3093.8444824,1987.4052734,2.3308000565,0.2645706832,0.1163365766,0.2464260012,5.0
3234.8912,3104.8686523,1925.6113281,2.3466000557,0.2440482825,0.1150757968,0.2638739944,5.0
3235.0436,3114.5263672,1873.840332,2.3636000156,0.2871154845,0.1039466336,0.2700839937,5.0
3235.196,3115.4333496,1873.6260986,2.3742001057,0.3269861937,0.095440954,0.27798599,5.0
3235.3484,3111.3945313,1889.6466064,2.3633000851,0.3503913879,0.0947938114,0.2729490101,5.0
3235.5008,3109.6772461,1894.1560059,2.3619000912,0.3375431001,0.1469139755,0.3160200119,0.0
3235.6532,3117.8586426,1894.9486084,2.3652000427,0.4192965329,0.1276883781,0.3308700025,0.0
3235.8056,3124.8686523,1888.9077148,2.3610999584,0.5896931291,0.091181919,0.3179819882,0.0
3235.958,3123.3669434,1847.7990723,2.3271999359,0.6634120345,0.0813196674,1.0,3.0
3236.1104,3111.416748,1836.3846436,2.279900074,0.5945051908,0.0719332322,0.2676270008,5.0
3236.2628,3071.6889648,1845.1737061,2.2449998856,0.4136224389,0.1117436737,0.2371110022,5.0
3236.4152,3015.0634766,1876.7963867,2.219399929,0.2688258588,0.1464003921,0.1850129962,5.0
3236.5676,2938.3496094,1883.4940186,2.2111999989,0.1193775982,0.1790488064,0.1303500086,5.0
3236.72,2881.6728516,1872.5854492,2.2107999325,0.0548241399,0.1923165619,0.0,5.0
3236.8724,2871.3083496,1848.0982666,2.2190999985,0.016008608,0.1971324682,0.0,5.0
3237.0248,2889.3649902,1829.8843994,2.2293999195,0.0384103507,0.1889070272,0.0,5.0
3237.1772,2926.7563477,1839.524292,2.2402999401,0.0407310352,0.1845054477,0.0,5.0
3237.3296,2959.9101563,1848.9714355,2.2530999184,0.0267344844,0.1824964881,0.0,5.0
3237.482,2982.0693359,1884.9627686,2.2616999149,-0.000144827,0.184290871,0.0,5.0
3237.6344,3008.7565918,1897.1871338,2.2481000423,-0.019739645,0.1931348294,0.0,5.0
3237.7868,3038.4685059,1897.6832275,2.236399889,0.0028706912,0.1932549775,0.0316020027,5.0
3237.9392,3066.1391602,1920.3931885,2.2625999451,0.0832862183,0.168606177,0.054899998,5.0
3238.0916,3063.1870117,1920.9667969,2.3176000118,0.2447879463,0.1232277974,0.0,5.0
3238.244,3006.7502441,1879.5926514,2.3515999317,0.3816069365,0.0929689929,0.1673399955,5.0
3238.3964,2973.0493164,1756.7763672,2.3450000286,0.3929844499,0.140480727,0.3411630094,0.0
3238.5488,2972.7536621,1719.2966309,2.331099987,0.3219896555,0.1622963101,0.3204390109,0.0
3238.7012,2986.8591309,1714.501709,2.3376998901,0.2379258871,0.1185672581,0.2890979946,5.0
3238.8536,3034.9887695,1818.4779053,2.3482999802,0.2400655448,0.1151945964,0.2699069977,5.0
3239.006,3105.375,1883.6977539,2.3533000946,0.1926258355,0.1208623648,0.2650409937,5.0
3239.1584,3212.8208008,1892.7210693,2.3478999138,0.1689396501,0.1261016726,0.2615219951,5.0
3239.3108,3286.0090332,1896.0814209,2.3394999504,0.1115775928,0.137621671,0.2580839992,5.0
3239.4632,3283.9450684,1920.5614014,2.3213999271,0.0696293041,0.1504743248,0.2477909923,5.0
3239.6156,3281.6464844,1989.3717041,2.2850999832,-0.020487918,0.1790282428,0.1899779886,5.0
3239.768,3299.6550293,2138.4267578,2.2298998833,-0.065672413,0.2091533393,0.202425018,5.0
3239.9204,3288.7744141,2257.3078613,2.2195999622,-0.079712078,0.2161054015,0.062061023,5.0
3240.0728,3231.6652832,2174.9958496,2.2655000687,-0.035893112,0.1893925071,0.0,5.0
3240.2252,3209.7216797,1994.6611328,2.2976000309,0.0104172472,0.1689385772,0.0,5.0
3240.3776,3245.6987305,1941.461792,2.2553999424,0.0324930996,0.1805769652,0.0,5.0
3240.53,3280.463623,1971.7575684,2.1796000004,0.0206879247,0.2107923031,0.0163710024,5.0
3240.6824,3265.019043,2156.3862305,2.1607999802,-0.031041376,0.2292413563,0.0048569869,5.0
3240.8348,3169.3115234,2151.3208008,2.2219998837,-0.011243097,0.2014854699,0.000585022,5.0
3240.9872,3084.3146973,1992.6296387,2.3127999306,0.0576258674,0.1554739773,0.0,5.0
3241.1396,3082.8950195,1874.9620361,2.3838000298,0.2406603694,0.1049321368,0.0,5.0
3241.292,3131.1635742,1837.5980225,2.4228999615,0.4527637959,0.0675475448,0.1635090113,5.0
3241.4444,3163.3613281,1894.1241455,2.4270999432,0.6099568605,0.0475263968,0.2298750132,5.0
3241.5968,3158.4182129,1886.8682861,2.4251999855,0.6412724257,0.0665798411,0.3347370028,0.0
3241.7492,3140.027832,1764.7946777,2.4119999409,0.560641408,0.0848589912,0.3969990015,0.0
3241.9016,3106.7897949,1724.4509277,2.4017999172,0.50357759,0.0987739041,0.4241220057,0.0
3242.054,3092.9875488,1722.6791992,2.3694999218,0.5209206939,0.1041655466,0.4223009944,0.0
3242.2064,3085.138916,1762.1716309,2.3155999184,0.4617034793,0.1336206049,0.4072799981,0.0
3242.3588,3043.6506348,1808.560791,2.2425000668,0.3271672428,0.1951214671,0.3768329918,0.0
3242.5112,2987.1574707,1876.5687256,2.2019999027,0.1555655301,0.1746226996,0.2936939895,5.0
3242.6636,2938.6130371,1846.9368896,2.1923000813,0.0780448243,0.1940280497,0.1629210114,5.0
3242.816,2906.5112305,1782.6813965,2.2079000473,0.0855844766,0.1870583445,0.0498149879,5.0
3242.9684,2893.8640137,1740.0290527,2.2221000195,0.0911689624,0.1810459942,0.0,5.0
3243.1208,2903.6616211,1725.9226074,2.234400034,0.0849982649,0.1780282557,0.0,5.0
3243.2732,2917.7822266,1792.6553955,2.2518000603,0.0558792986,0.1774946749,0.0416159816,5.0
3243.4256,2936.223877,1840.6430664,2.2590999603,0.0612620637,0.1738967896,0.0364259705,5.0
3243.578,2962.6604004,1873.0043945,2.2815999985,0.1407154948,0.1518825889,0.0699449703,5.0
3243.7304,2971.8056641,1886.4946289,2.3255999088,0.3183654845,0.1091644317,0.1293990016,5.0
3243.8828,2948.0151367,1830.3580322,2.3872001171,0.5496982932,0.0616488308,0.1932600141,5.0
3244.0352,2938.1484375,1708.9454346,2.4196999073,0.6443793178,0.0443251096,0.2829000056,5.0
3244.1876,2974.2067871,1632.4423828,2.4014999866,0.5883914232,0.081968911,0.367377013,0.0
3244.34,3043.1765137,1648.9990234,2.3652000427,0.3648517132,0.1396600157,0.3678539991,0.0
3244.4924,3138.666748,1785.4643555,2.3329999447,0.237068966,0.1817955971,0.382442981,0.0
3244.6448,3214.6982422,1898.7897949,2.3225998878,0.1755482852,0.2013547122,0.3788819909,0.0
3244.7972,3264.2602539,1926.3828125,2.3252999783,0.2269723862,0.1876027584,0.3896430135,0.0
3244.9496,3288.1782227,1947.1484375,2.3447999954,0.3084585965,0.1601214707,0.3934319913,0.0
3245.102,3266.125,1950.4603271,2.3631999493,0.4280258715,0.1264226437,0.3599670231,0.0
3245.2544,3228.888916,1894.7683105,2.3793001175,0.5033931136,0.1051954925,0.3816390038,0.0
3245.4068,3187.5178223,1834.8535156,2.3891000748,0.6057862043,0.0812981278,0.3961049914,0.0
3245.5592,3146.1083984,1758.3260498,2.385999918,0.6704793572,0.0685403123,1.0,3.0
3245.7116,3104.7990723,1744.317749,2.348400116,0.6819706559,0.0729831681,1.0,3.0
3245.864,3037.5478516,1803.5064697,2.2871000767,0.5408189893,0.1214599162,0.4028429985,0.0
3246.0164,2979.0002441,1833.2147217,2.2388000488,0.3610137999,0.1232640371,0.2843579948,5.0
3246.1688,2951.5236816,1836.8693848,2.2265000343,0.2117068917,0.1557250619,0.2042009979,5.0
3246.3212,2933.5476074,1799.7515869,2.2337999344,0.1257516891,0.1702969968,0.0,5.0
3246.4736,2930.8059082,1786.3892822,2.2427000999,0.0891448036,0.1743685752,0.0,5.0
3246.626,2951.140625,1798.3287354,2.2465999126,0.0342706814,0.1834521592,0.0,5.0
3246.7784,2982.8049316,1843.309082,2.2534999847,0.0321465507,0.1813355684,0.0,5.0
3246.9308,3020.6030273,1881.9624023,2.2567000389,0.0203499962,0.1823627502,0.0,5.0
3247.0832,3048.362793,1867.5006104,2.2578001022,0.0429224148,0.1777635813,0.0,5.0
3247.2356,3051.7231445,1841.8687744,2.2523999214,0.0082620755,0.1862222105,0.0,5.0
3247.388,3046.7629395,1887.1289063,2.2437999249,-0.019531019,0.1947496831,0.0,5.0
3247.5404,3037.2875977,1998.6099854,2.242399931,-0.005534468,0.1926073134,0.0,5.0
3247.6928,3015.0693359,2073.8007813,2.2867999077,0.0451207012,0.166905731,0.0,5.0
3247.8452,2972.2668457,1929.9726563,2.3475000858,0.0997844562,0.1367308199,0.0766620263,5.0
3247.9976,2940.1691895,1749.9641113,2.3805000782,0.2039706856,0.1109934971,0.2817420065,5.0
3248.15,2934.0107422,1669.2260742,2.3571999073,0.2782103419,0.1620108783,0.3382590115,0.0
3248.3024,2957.9023438,1712.1026611,2.3150999546,0.31481722,0.1124475524,0.2994329929,5.0
3248.4548,3000.3630371,1794.7539063,2.2869999409,0.2343706638,0.1337684691,0.2988720238,5.0
3248.6072,3009.1784668,1845.8642578,2.2723999023,0.171162039,0.2262017727,0.3484109938,0.0
3248.7596,2986.8383789,1848.6719971,2.276900053,0.130301699,0.1552657336,0.2957189977,5.0
3248.912,2980.2236328,1872.7155762,2.3043000698,0.0839517191,0.2333043665,0.3492180109,0.0
3249.0644,3002.7719727,1844.7515869,2.3317000866,0.0590500012,0.2249138951,0.344024986,0.0
3249.2168,3055.0356445,1807.1378174,2.3350999355,0.0945276096,0.214674592,0.3318479955,0.0
3249.3692,3128.5283203,1800.2735596,2.3046000004,0.1903517544,0.2060670406,0.3282299936,0.0
3249.5216,3188.1777344,1813.6617432,2.2616000175,0.2386241108,0.2124891132,0.3330239952,0.0
3249.674,3208.6069336,1936.3077393,2.2235999107,0.2140810043,0.1561161578,0.2928719819,5.0
3249.8264,3159.6689453,2029.2889404,2.1963000298,0.1494810134,0.1777103096,0.1258200109,5.0
3249.9788,3101.1694336,1999.7468262,2.1893000603,0.0863706619,0.1933101565,0.1953329891,5.0
3250.1312,3056.5275879,1931.7669678,2.2007000446,0.0614189617,0.1945519,0.1766249985,5.0
3250.2836,3001.1726074,1825.9106445,2.2270998955,0.0420379303,0.1890258342,0.0,5.0
3250.436,2981.6755371,1781.8277588,2.247699976,0.0545896664,0.1791998595,0.0,5.0
3250.5884,2993.0710449,1790.1633301,2.2611999512,0.0244137999,0.1799496561,0.0,5.0
3250.7408,3009.4133301,1820.4818115,2.2639000416,0.008362079,0.1819000542,0.0,5.0
3250.8932,3027.4587402,1868.7176514,2.2744998932,0.0029327457,0.1789077669,0.0,5.0
3251.0456,3034.2094727,1910.645874,2.2785999775,-0.004320704,0.1786554009,0.0,5.0
3251.198,3037.3569336,1925.6671143,2.280600071,0.002215517,0.1767396182,0.0,5.0
3251.3504,3064.1975098,1895.598999,2.2802000046,-0.011944837,0.1794006377,0.0,5.0
3251.5028,3101.8103027,1874.5375977,2.288599968,0.0104258638,0.1722979397,0.0,5.0
3251.6552,3125.4262695,1835.9145508,2.3018000126,0.0350155011,0.1632098258,0.0,5.0
3251.8076,3111.3596191,1841.8643799,2.2995998859,0.0674775913,0.1584936529,0.010088997,5.0
3251.96,3084.552002,1935.8526611,2.2911999226,0.1043707058,0.1550621837,0.0,5.0
3252.1124,3065.1435547,1951.4381104,2.2890999317,0.080684498,0.1598915309,0.0,5.0
3252.2648,3054.0410156,1939.1260986,2.3066000938,0.0721189529,0.1552537233,0.0,5.0
3252.4172,3072.3730469,1942.0780029,2.3046998978,0.0470241345,0.1601359397,0.0,5.0
3252.5696,3080.0791016,1967.9179688,2.2753000259,0.0219120812,0.1752068996,0.0,5.0
3252.722,3063.7814941,1961.5603027,2.2355999947,0.0197103433,0.1902871728,0.0,5.0
3252.8744,3026.2805176,1887.6442871,2.2471001148,0.0164810382,0.1866458803,0.0,5.0
3253.0268,3002.9765625,1749.8999023,2.2976000309,0.0771241337,0.1575505733,0.1548809856,5.0
3253.1792,3070.661377,1676.3325195,2.3510000706,0.1536345035,0.1929712892,0.3463859856,0.0
3253.3316,3122.7780762,1721.8811035,2.3828999996,0.2962465584,0.1476273686,0.3256140053,0.0
3253.484,3077.8210449,1890.4084473,2.3638000488,0.383531034,0.1360458732,0.306881994,0.0
3253.6364,3022.5529785,1893.140625,2.3111999035,0.3253241479,0.1117161587,0.2993879914,5.0
3253.7888,2988.7978516,1830.5316162,2.2492001057,0.1870189607,0.1536380351,0.2567970157,5.0
3253.9412,2995.0830078,1777.5931396,2.22239995,0.0827586055,0.1826175898,0.1718520075,5.0
3254.0936,2966.3398438,1761.3508301,2.2244999409,0.0644551665,0.185520336,0.1583969891,5.0
3254.246,2941.0515137,1869.2780762,2.2137000561,0.0785034448,0.1864900142,0.1648439914,5.0
3254.3984,2953.6430664,1943.1550293,2.1893000603,0.0674844906,0.197306186,0.0568679795,5.0
3254.5508,2950.7263184,1923.6315918,2.1693000793,0.047908619,0.2086337358,0.0,5.0
