	Vp	Vs	Density
587	3093.9104004	1813.7307129	2.2723999023
588	3066.1115723000003	1814.0384520999999	2.2760999203
589	3049.1433105	1813.7362061000001	2.2790000439
590	3046.1694336	1806.2351074	2.2855999469999997
591	3043.5532227	1798.1420898	2.290899992
592	3034.1491699000003	1789.6020508000001	2.2969999313
593	3030.5319824000003	1798.3572998	2.2934000491999997
594	3054.0959473000003	1814.6270752	2.2820000648
595	3086.9042969	1805.8786621	2.2630999088
596	3089.942627	1788.010498	2.2483999728999997
597	3062.1594238000002	1765.1473389000002	2.2367000580000003
598	3049.5429688	1750.8095702999997	2.2258999347999997
599	3059.6418457	1744.7291260000002	2.2184000015
600	3078.0231934	1742.6622313999999	2.2269999981
601	3095.6889648	1754.0264892999999	2.2597999573
602	3106.2512207	1802.7247313999999	2.314800024
603	3144.9492188	1880.1444092	2.3559000491999997
604	3183.0273438	1912.4082031	2.3668000698
605	3182.4821776999997	1914.3852539000002	2.3280000687
606	3184.2241211	1895.3975829999997	2.2938001156
607	3197.425293	1884.2683105	2.2695999146
608	3203.8244629	1869.565918	2.2760999203
609	3210.3571776999997	1825.1672362999998	2.287899971
610	3205.5834961	1817.9541015999998	2.2955999374
611	3164.8032227	1824.9802246	2.287899971
612	3086.1791992	1871.9771729000001	2.2679998875
613	3017.3017578000004	1822.4411621	2.2486999035
614	2994.5856934	1788.1489258000001	2.2507998943
615	2985.0891113000002	1777.6409912000001	2.2662999630000003
616	2978.0512695	1800.8798827999997	2.282599926
617	2997.2800293	1835.2413329999997	2.2809000015
618	3028.0422363000002	1868.9329834000002	2.2723999023
619	3049.9489746	1837.2867432	2.2806999683
620	3066.8210449000003	1813.8830566	2.2904000282
621	3074.8186035	1795.7636719	2.2904999256
622	3078.2314453000004	1784.590332	2.2792000771
623	3078.619873	1776.7901610999998	2.2748999596
624	3061.7595215	1777.2232665999998	2.2843999863
625	3032.5192871	1785.8063965	2.2876000404
626	3012.6347656	1788.6210938000002	2.2864999771
627	3002.8432617	1786.9967040999998	2.2887001038
628	2998.9992675999997	1785.9780273	2.2892000675
629	3012.6196289	1783.4698485999998	2.2880001068
630	3034.9951171999996	1786.6333008000001	2.2737998962
631	3050.7670898	1789.4737549000001	2.2667000294
632	3052.2546386999998	1794.4453125	2.2674000263
633	3038.8195800999997	1804.7901610999998	2.2690000534
634	3036.4462891	1797.4559325999999	2.2651998997
635	3058.1530761999998	1783.137207	2.2546000481
636	3094.8811035	1767.7579346	2.2546000481
637	3145.7834473000003	1763.3214110999998	2.2644999027
638	3186.0981445	1766.4364014000002	2.2760000229
639	3179.4047852	1804.6757813000002	2.2809000015
640	3139.6462401999997	1820.0167235999998	2.2778000832
641	3105.7133789	1867.9892577999997	2.2776999474
642	3113.5620117	1876.4971924000001	2.2785000800999997
643	3150.7687988000002	1885.0957031	2.2808001041
644	3179.9689941	1880.7872313999999	2.2804999352
648	3187.5979004	1899.0168457000002	2.2983000278
649	3222.3723145	1877.3132324	2.2667000294
